per_idx,cat_idx,dt_idx,geo_idx,is_adj,val,year
27,1,6,7,1,494,2006
28,1,6,7,1,492,2006
29,1,6,7,1,483,2006
30,1,6,7,1,457,2006
31,1,6,7,1,482,2006
32,1,6,7,1,478,2006
33,1,6,7,1,474,2006
34,1,6,7,1,427,2006
35,1,6,7,1,430,2006
36,1,6,7,1,471,2006
37,1,6,7,1,437,2007
38,1,6,7,1,480,2007
39,1,6,7,1,446,2007
40,1,6,7,1,434,2007
41,1,6,7,1,441,2007
42,1,6,7,1,440,2007
43,1,6,7,1,441,2007
44,1,6,7,1,421,2007
45,1,6,7,1,388,2007
46,1,6,7,1,415,2007
47,1,6,7,1,383,2007
48,1,6,7,1,388,2007
49,1,6,7,1,359,2008
50,1,6,7,1,328,2008
51,1,6,7,1,371,2008
52,1,6,7,1,349,2008
53,1,6,7,1,367,2008
54,1,6,7,1,341,2008
55,1,6,7,1,321,2008
56,1,6,7,1,382,2008
57,1,6,7,1,320,2008
58,1,6,7,1,303,2008
59,1,6,7,1,288,2008
60,1,6,7,1,281,2008
61,1,6,7,1,313,2009
62,1,6,7,1,302,2009
63,1,6,7,1,283,2009
64,1,6,7,1,280,2009
65,1,6,7,1,319,2009
66,1,6,7,1,289,2009
67,1,6,7,1,303,2009
68,1,6,7,1,299,2009
69,1,6,7,1,312,2009
70,1,6,7,1,338,2009
71,1,6,7,1,314,2009
72,1,6,7,1,291,2009
73,1,6,7,1,319,2010
74,1,6,7,1,293,2010
75,1,6,7,1,322,2010
76,1,6,7,1,309,2010
77,1,6,7,1,304,2010
78,1,6,7,1,311,2010
79,1,6,7,1,326,2010
80,1,6,7,1,301,2010
81,1,6,7,1,314,2010
82,1,6,7,1,295,2010
83,1,6,7,1,334,2010
84,1,6,7,1,312,2010
85,1,6,7,1,300,2011
86,1,6,7,1,315,2011
87,1,6,7,1,257,2011
88,1,6,7,1,301,2011
89,1,6,7,1,238,2011
90,1,6,7,1,340,2011
91,1,6,7,1,309,2011
92,1,6,7,1,309,2011
93,1,6,7,1,321,2011
94,1,6,7,1,309,2011
95,1,6,7,1,313,2011
96,1,6,7,1,318,2011
97,1,6,7,1,266,2012
98,1,6,7,1,309,2012
99,1,6,7,1,311,2012
100,1,6,7,1,313,2012
101,1,6,7,1,315,2012
102,1,6,7,1,290,2012
103,1,6,7,1,274,2012
104,1,6,7,1,289,2012
105,1,6,7,1,247,2012
106,1,6,7,1,288,2012
107,1,6,7,1,259,2012
108,1,6,7,1,352,2012
109,1,6,7,1,273,2013
110,1,6,7,1,278,2013
111,1,6,7,1,283,2013
112,1,6,7,1,280,2013
113,1,6,7,1,262,2013
114,1,6,7,1,297,2013
115,1,6,7,1,262,2013
116,1,6,7,1,275,2013
117,1,6,7,1,299,2013
118,1,6,7,1,293,2013
119,1,6,7,1,314,2013
120,1,6,7,1,312,2013
121,1,6,7,1,241,2014
122,1,6,7,1,278,2014
123,1,6,7,1,291,2014
124,1,6,7,1,297,2014
125,1,6,7,1,294,2014
126,1,6,7,1,288,2014
127,1,6,7,1,327,2014
128,1,6,7,1,344,2014
129,1,6,7,1,299,2014
130,1,6,7,1,312,2014
131,1,6,7,1,300,2014
132,1,6,7,1,279,2014
133,1,6,7,1,321,2015
134,1,6,7,1,297,2015
135,1,6,7,1,322,2015
136,1,6,7,1,339,2015
137,1,6,7,1,253,2015
138,1,6,7,1,315,2015
139,1,6,7,1,327,2015
140,1,6,7,1,311,2015
141,1,6,7,1,298,2015
142,1,6,7,1,300,2015
143,1,6,7,1,284,2015
144,1,6,7,1,294,2015
145,1,6,7,1,301,2016
146,1,6,7,1,335,2016
147,1,6,7,1,291,2016
148,1,6,7,1,289,2016
149,1,6,7,1,318,2016
150,1,6,7,1,252,2016
151,1,6,7,1,313,2016
152,1,6,7,1,279,2016
153,1,6,7,1,297,2016
154,1,6,7,1,288,2016
155,1,6,7,1,310,2016
156,1,6,7,1,324,2016
157,1,6,7,1,319,2017
158,1,6,7,1,313,2017
159,1,6,7,1,298,2017
160,1,6,7,1,278,2017
161,1,6,7,1,304,2017
162,1,6,7,1,321,2017
163,1,6,7,1,292,2017
164,1,6,7,1,325,2017
165,1,6,7,1,303,2017
166,1,6,7,1,266,2017
167,1,6,7,1,357,2017
168,1,6,7,1,284,2017
169,1,6,7,1,320,2018
170,1,6,7,1,291,2018
171,1,6,7,1,312,2018
172,1,6,7,1,311,2018
173,1,6,7,1,312,2018
174,1,6,7,1,322,2018
175,1,6,7,1,288,2018
176,1,6,7,1,303,2018
177,1,6,7,1,328,2018
178,1,6,7,1,319,2018
179,1,6,7,1,310,2018
180,1,6,7,1,321,2018
181,1,6,7,1,312,2019
182,1,6,7,1,316,2019
183,1,6,7,1,321,2019
184,1,6,7,1,327,2019
185,1,6,7,1,302,2019
186,1,6,7,1,275,2019
187,1,6,7,1,309,2019
188,1,6,7,1,279,2019
189,1,6,7,1,303,2019
190,1,6,7,1,302,2019
191,1,6,7,1,289,2019
192,1,6,7,1,346,2019
193,1,6,7,1,271,2020
194,1,6,7,1,307,2020
195,1,6,7,1,245,2020
196,1,6,7,1,204,2020
197,1,6,7,1,253,2020
198,1,6,7,1,386,2020
199,1,6,7,1,392,2020
200,1,6,7,1,415,2020
201,1,6,7,1,366,2020
202,1,6,7,1,381,2020
203,1,6,7,1,373,2020
204,1,6,7,1,366,2020
13,1,6,8,1,313,2005
14,1,6,8,1,339,2005
15,1,6,8,1,341,2005
16,1,6,8,1,316,2005
17,1,6,8,1,339,2005
18,1,6,8,1,358,2005
19,1,6,8,1,342,2005
20,1,6,8,1,349,2005
21,1,6,8,1,277,2005
22,1,6,8,1,326,2005
23,1,6,8,1,343,2005
24,1,6,8,1,310,2005
25,1,6,8,1,332,2006
26,1,6,8,1,356,2006
27,1,6,8,1,335,2006
28,1,6,8,1,342,2006
29,1,6,8,1,308,2006
30,1,6,8,1,309,2006
31,1,6,8,1,312,2006
32,1,6,8,1,270,2006
33,1,6,8,1,324,2006
34,1,6,8,1,317,2006
35,1,6,8,1,247,2006
36,1,6,8,1,332,2006
37,1,6,8,1,287,2007
38,1,6,8,1,294,2007
39,1,6,8,1,307,2007
40,1,6,8,1,308,2007
41,1,6,8,1,312,2007
42,1,6,8,1,278,2007
43,1,6,8,1,300,2007
44,1,6,8,1,281,2007
45,1,6,8,1,286,2007
46,1,6,8,1,264,2007
47,1,6,8,1,254,2007
48,1,6,8,1,355,2007
49,1,6,8,1,246,2008
50,1,6,8,1,239,2008
51,1,6,8,1,217,2008
52,1,6,8,1,241,2008
53,1,6,8,1,232,2008
54,1,6,8,1,242,2008
55,1,6,8,1,294,2008
56,1,6,8,1,245,2008
57,1,6,8,1,228,2008
58,1,6,8,1,225,2008
59,1,6,8,1,214,2008
60,1,6,8,1,207,2008
61,1,6,8,1,235,2009
62,1,6,8,1,202,2009
63,1,6,8,1,217,2009
64,1,6,8,1,206,2009
65,1,6,8,1,219,2009
66,1,6,8,1,214,2009
67,1,6,8,1,228,2009
68,1,6,8,1,219,2009
69,1,6,8,1,200,2009
70,1,6,8,1,233,2009
71,1,6,8,1,226,2009
72,1,6,8,1,226,2009
73,1,6,8,1,181,2010
74,1,6,8,1,214,2010
75,1,6,8,1,218,2010
76,1,6,8,1,213,2010
77,1,6,8,1,222,2010
78,1,6,8,1,226,2010
79,1,6,8,1,254,2010
80,1,6,8,1,215,2010
81,1,6,8,1,232,2010
82,1,6,8,1,216,2010
83,1,6,8,1,222,2010
84,1,6,8,1,217,2010
85,1,6,8,1,234,2011
86,1,6,8,1,215,2011
87,1,6,8,1,214,2011
88,1,6,8,1,206,2011
89,1,6,8,1,209,2011
90,1,6,8,1,239,2011
91,1,6,8,1,189,2011
92,1,6,8,1,220,2011
93,1,6,8,1,220,2011
94,1,6,8,1,212,2011
95,1,6,8,1,236,2011
96,1,6,8,1,217,2011
97,1,6,8,1,165,2012
98,1,6,8,1,238,2012
99,1,6,8,1,212,2012
100,1,6,8,1,211,2012
101,1,6,8,1,237,2012
102,1,6,8,1,193,2012
103,1,6,8,1,190,2012
104,1,6,8,1,197,2012
105,1,6,8,1,212,2012
106,1,6,8,1,230,2012
107,1,6,8,1,199,2012
108,1,6,8,1,282,2012
109,1,6,8,1,198,2013
110,1,6,8,1,199,2013
111,1,6,8,1,228,2013
112,1,6,8,1,216,2013
113,1,6,8,1,205,2013
114,1,6,8,1,216,2013
115,1,6,8,1,237,2013
116,1,6,8,1,233,2013
117,1,6,8,1,176,2013
118,1,6,8,1,223,2013
119,1,6,8,1,204,2013
120,1,6,8,1,209,2013
121,1,6,8,1,204,2014
122,1,6,8,1,209,2014
123,1,6,8,1,217,2014
124,1,6,8,1,237,2014
125,1,6,8,1,209,2014
126,1,6,8,1,230,2014
127,1,6,8,1,215,2014
128,1,6,8,1,215,2014
129,1,6,8,1,226,2014
130,1,6,8,1,211,2014
131,1,6,8,1,225,2014
132,1,6,8,1,209,2014
133,1,6,8,1,263,2015
134,1,6,8,1,215,2015
135,1,6,8,1,178,2015
136,1,6,8,1,202,2015
137,1,6,8,1,216,2015
138,1,6,8,1,245,2015
139,1,6,8,1,233,2015
140,1,6,8,1,227,2015
141,1,6,8,1,239,2015
142,1,6,8,1,225,2015
143,1,6,8,1,249,2015
144,1,6,8,1,224,2015
145,1,6,8,1,254,2016
146,1,6,8,1,253,2016
147,1,6,8,1,248,2016
148,1,6,8,1,215,2016
149,1,6,8,1,187,2016
150,1,6,8,1,181,2016
151,1,6,8,1,252,2016
152,1,6,8,1,199,2016
153,1,6,8,1,200,2016
154,1,6,8,1,213,2016
155,1,6,8,1,200,2016
156,1,6,8,1,245,2016
157,1,6,8,1,237,2017
158,1,6,8,1,231,2017
159,1,6,8,1,227,2017
160,1,6,8,1,237,2017
161,1,6,8,1,206,2017
162,1,6,8,1,225,2017
163,1,6,8,1,239,2017
164,1,6,8,1,225,2017
165,1,6,8,1,205,2017
166,1,6,8,1,225,2017
167,1,6,8,1,230,2017
168,1,6,8,1,282,2017
169,1,6,8,1,240,2018
170,1,6,8,1,223,2018
171,1,6,8,1,214,2018
172,1,6,8,1,233,2018
173,1,6,8,1,241,2018
174,1,6,8,1,226,2018
175,1,6,8,1,229,2018
176,1,6,8,1,244,2018
177,1,6,8,1,250,2018
178,1,6,8,1,234,2018
179,1,6,8,1,204,2018
180,1,6,8,1,265,2018
181,1,6,8,1,203,2019
182,1,6,8,1,211,2019
183,1,6,8,1,214,2019
184,1,6,8,1,231,2019
185,1,6,8,1,227,2019
186,1,6,8,1,226,2019
187,1,6,8,1,218,2019
188,1,6,8,1,239,2019
189,1,6,8,1,215,2019
190,1,6,8,1,231,2019
191,1,6,8,1,233,2019
192,1,6,8,1,222,2019
193,1,6,8,1,224,2020
194,1,6,8,1,240,2020
195,1,6,8,1,162,2020
196,1,6,8,1,147,2020
197,1,6,8,1,180,2020
198,1,6,8,1,211,2020
199,1,6,8,1,280,2020
200,1,6,8,1,245,2020
201,1,6,8,1,264,2020
202,1,6,8,1,251,2020
203,1,6,8,1,258,2020
204,1,6,8,1,232,2020
13,1,6,9,1,965,2005
14,1,6,9,1,882,2005
15,1,6,9,1,862,2005
16,1,6,9,1,924,2005
17,1,6,9,1,901,2005
18,1,6,9,1,1050,2005
19,1,6,9,1,980,2005
20,1,6,9,1,991,2005
21,1,6,9,1,772,2005
22,1,6,9,1,1091,2005
23,1,6,9,1,1141,2005
24,1,6,9,1,1100,2005
25,1,6,9,1,994,2006
26,1,6,9,1,981,2006
27,1,6,9,1,983,2006
28,1,6,9,1,925,2006
29,1,6,9,1,969,2006
30,1,6,9,1,850,2006
31,1,6,9,1,921,2006
32,1,6,9,1,877,2006
33,1,6,9,1,841,2006
34,1,6,9,1,821,2006
35,1,6,9,1,793,2006
36,1,6,9,1,1025,2006
37,1,6,9,1,846,2007
38,1,6,9,1,878,2007
39,1,6,9,1,845,2007
40,1,6,9,1,867,2007
41,1,6,9,1,819,2007
42,1,6,9,1,807,2007
43,1,6,9,1,761,2007
44,1,6,9,1,683,2007
45,1,6,9,1,741,2007
46,1,6,9,1,761,2007
47,1,6,9,1,654,2007
48,1,6,9,1,812,2007
49,1,6,9,1,643,2008
50,1,6,9,1,622,2008
51,1,6,9,1,652,2008
52,1,6,9,1,616,2008
53,1,6,9,1,580,2008
54,1,6,9,1,599,2008
55,1,6,9,1,598,2008
56,1,6,9,1,585,2008
57,1,6,9,1,522,2008
58,1,6,9,1,534,2008
59,1,6,9,1,528,2008
60,1,6,9,1,508,2008
61,1,6,9,1,557,2009
62,1,6,9,1,501,2009
63,1,6,9,1,516,2009
64,1,6,9,1,500,2009
65,1,6,9,1,550,2009
66,1,6,9,1,540,2009
67,1,6,9,1,523,2009
68,1,6,9,1,552,2009
69,1,6,9,1,558,2009
70,1,6,9,1,528,2009
71,1,6,9,1,526,2009
72,1,6,9,1,516,2009
73,1,6,9,1,555,2010
74,1,6,9,1,533,2010
75,1,6,9,1,506,2010
76,1,6,9,1,537,2010
77,1,6,9,1,548,2010
78,1,6,9,1,491,2010
79,1,6,9,1,523,2010
80,1,6,9,1,534,2010
81,1,6,9,1,551,2010
82,1,6,9,1,553,2010
83,1,6,9,1,571,2010
84,1,6,9,1,514,2010
85,1,6,9,1,521,2011
86,1,6,9,1,551,2011
87,1,6,9,1,505,2011
88,1,6,9,1,522,2011
89,1,6,9,1,507,2011
90,1,6,9,1,507,2011
91,1,6,9,1,527,2011
92,1,6,9,1,506,2011
93,1,6,9,1,557,2011
94,1,6,9,1,460,2011
95,1,6,9,1,519,2011
96,1,6,9,1,531,2011
97,1,6,9,1,444,2012
98,1,6,9,1,517,2012
99,1,6,9,1,519,2012
100,1,6,9,1,502,2012
101,1,6,9,1,485,2012
102,1,6,9,1,486,2012
103,1,6,9,1,490,2012
104,1,6,9,1,478,2012
105,1,6,9,1,463,2012
106,1,6,9,1,481,2012
107,1,6,9,1,492,2012
108,1,6,9,1,632,2012
109,1,6,9,1,501,2013
110,1,6,9,1,496,2013
111,1,6,9,1,510,2013
112,1,6,9,1,469,2013
113,1,6,9,1,480,2013
114,1,6,9,1,586,2013
115,1,6,9,1,523,2013
116,1,6,9,1,532,2013
117,1,6,9,1,515,2013
118,1,6,9,1,538,2013
119,1,6,9,1,423,2013
120,1,6,9,1,586,2013
121,1,6,9,1,515,2014
122,1,6,9,1,526,2014
123,1,6,9,1,469,2014
124,1,6,9,1,531,2014
125,1,6,9,1,547,2014
126,1,6,9,1,538,2014
127,1,6,9,1,489,2014
128,1,6,9,1,525,2014
129,1,6,9,1,510,2014
130,1,6,9,1,519,2014
131,1,6,9,1,512,2014
132,1,6,9,1,524,2014
133,1,6,9,1,540,2015
134,1,6,9,1,536,2015
135,1,6,9,1,554,2015
136,1,6,9,1,567,2015
137,1,6,9,1,528,2015
138,1,6,9,1,550,2015
139,1,6,9,1,543,2015
140,1,6,9,1,509,2015
141,1,6,9,1,556,2015
142,1,6,9,1,524,2015
143,1,6,9,1,531,2015
144,1,6,9,1,529,2015
145,1,6,9,1,538,2016
146,1,6,9,1,521,2016
147,1,6,9,1,549,2016
148,1,6,9,1,561,2016
149,1,6,9,1,586,2016
150,1,6,9,1,562,2016
151,1,6,9,1,558,2016
152,1,6,9,1,563,2016
153,1,6,9,1,552,2016
154,1,6,9,1,508,2016
155,1,6,9,1,578,2016
156,1,6,9,1,571,2016
157,1,6,9,1,575,2017
158,1,6,9,1,565,2017
159,1,6,9,1,601,2017
160,1,6,9,1,574,2017
161,1,6,9,1,550,2017
162,1,6,9,1,570,2017
163,1,6,9,1,569,2017
164,1,6,9,1,586,2017
165,1,6,9,1,528,2017
166,1,6,9,1,586,2017
167,1,6,9,1,631,2017
168,1,6,9,1,594,2017
169,1,6,9,1,652,2018
170,1,6,9,1,620,2018
171,1,6,9,1,581,2018
172,1,6,9,1,604,2018
173,1,6,9,1,485,2018
174,1,6,9,1,509,2018
175,1,6,9,1,553,2018
176,1,6,9,1,559,2018
177,1,6,9,1,591,2018
178,1,6,9,1,587,2018
179,1,6,9,1,550,2018
180,1,6,9,1,618,2018
181,1,6,9,1,520,2019
182,1,6,9,1,597,2019
183,1,6,9,1,576,2019
184,1,6,9,1,585,2019
185,1,6,9,1,633,2019
186,1,6,9,1,611,2019
187,1,6,9,1,590,2019
188,1,6,9,1,602,2019
189,1,6,9,1,636,2019
190,1,6,9,1,601,2019
191,1,6,9,1,583,2019
192,1,6,9,1,650,2019
193,1,6,9,1,571,2020
194,1,6,9,1,633,2020
195,1,6,9,1,517,2020
196,1,6,9,1,470,2020
197,1,6,9,1,536,2020
198,1,6,9,1,601,2020
199,1,6,9,1,655,2020
200,1,6,9,1,671,2020
201,1,6,9,1,632,2020
202,1,6,9,1,686,2020
203,1,6,9,1,689,2020
204,1,6,9,1,563,2020
13,1,6,10,1,5354,2005
14,1,6,10,1,5610,2005
15,1,6,10,1,5435,2005
16,1,6,10,1,5481,2005
17,1,6,10,1,5344,2005
18,1,6,10,1,5529,2005
19,1,6,10,1,5399,2005
20,1,6,10,1,5745,2005
21,1,6,10,1,4443,2005
22,1,6,10,1,5912,2005
23,1,6,10,1,5737,2005
24,1,6,10,1,5748,2005
25,1,6,10,1,5428,2006
26,1,6,10,1,5334,2006
27,1,6,10,1,5210,2006
28,1,6,10,1,5134,2006
29,1,6,10,1,5216,2006
30,1,6,10,1,5019,2006
31,1,6,10,1,5047,2006
32,1,6,10,1,4868,2006
33,1,6,10,1,4751,2006
34,1,6,10,1,4775,2006
35,1,6,10,1,4464,2006
36,1,6,10,1,5662,2006
37,1,6,10,1,4899,2007
38,1,6,10,1,4976,2007
39,1,6,10,1,4802,2007
40,1,6,10,1,4595,2007
41,1,6,10,1,4647,2007
42,1,6,10,1,4636,2007
43,1,6,10,1,4583,2007
44,1,6,10,1,4313,2007
45,1,6,10,1,4508,2007
46,1,6,10,1,4496,2007
47,1,6,10,1,4080,2007
48,1,6,10,1,4875,2007
49,1,6,10,1,4243,2008
50,1,6,10,1,4064,2008
51,1,6,10,1,4116,2008
52,1,6,10,1,4121,2008
53,1,6,10,1,4039,2008
54,1,6,10,1,3945,2008
55,1,6,10,1,3805,2008
56,1,6,10,1,3935,2008
57,1,6,10,1,3746,2008
58,1,6,10,1,3563,2008
59,1,6,10,1,3487,2008
60,1,6,10,1,3217,2008
61,1,6,10,1,4008,2009
62,1,6,10,1,3415,2009
63,1,6,10,1,3548,2009
64,1,6,10,1,3471,2009
65,1,6,10,1,3522,2009
66,1,6,10,1,3335,2009
67,1,6,10,1,3531,2009
68,1,6,10,1,3377,2009
69,1,6,10,1,3514,2009
70,1,6,10,1,3516,2009
71,1,6,10,1,3470,2009
72,1,6,10,1,3426,2009
73,1,6,10,1,3247,2010
74,1,6,10,1,3502,2010
75,1,6,10,1,3466,2010
76,1,6,10,1,3484,2010
77,1,6,10,1,3495,2010
78,1,6,10,1,3209,2010
79,1,6,10,1,3567,2010
80,1,6,10,1,4104,2010
81,1,6,10,1,3648,2010
82,1,6,10,1,3541,2010
83,1,6,10,1,3914,2010
84,1,6,10,1,3402,2010
85,1,6,10,1,3597,2011
86,1,6,10,1,3748,2011
87,1,6,10,1,3573,2011
88,1,6,10,1,3758,2011
89,1,6,10,1,3490,2011
90,1,6,10,1,3743,2011
91,1,6,10,1,3695,2011
92,1,6,10,1,3796,2011
93,1,6,10,1,3741,2011
94,1,6,10,1,3713,2011
95,1,6,10,1,3901,2011
96,1,6,10,1,3866,2011
97,1,6,10,1,2817,2012
98,1,6,10,1,3488,2012
99,1,6,10,1,3636,2012
100,1,6,10,1,3767,2012
101,1,6,10,1,4211,2012
102,1,6,10,1,3655,2012
103,1,6,10,1,3770,2012
104,1,6,10,1,3566,2012
105,1,6,10,1,3794,2012
106,1,6,10,1,3810,2012
107,1,6,10,1,3830,2012
108,1,6,10,1,4711,2012
109,1,6,10,1,3153,2013
110,1,6,10,1,3128,2013
111,1,6,10,1,4180,2013
112,1,6,10,1,3814,2013
113,1,6,10,1,4319,2013
114,1,6,10,1,4301,2013
115,1,6,10,1,4027,2013
116,1,6,10,1,4100,2013
117,1,6,10,1,3985,2013
118,1,6,10,1,4281,2013
119,1,6,10,1,4082,2013
120,1,6,10,1,4642,2013
121,1,6,10,1,4148,2014
122,1,6,10,1,3949,2014
123,1,6,10,1,4140,2014
124,1,6,10,1,4018,2014
125,1,6,10,1,3846,2014
126,1,6,10,1,3878,2014
127,1,6,10,1,4045,2014
128,1,6,10,1,4264,2014
129,1,6,10,1,4148,2014
130,1,6,10,1,3979,2014
131,1,6,10,1,3994,2014
132,1,6,10,1,3972,2014
133,1,6,10,1,5121,2015
134,1,6,10,1,4264,2015
135,1,6,10,1,4162,2015
136,1,6,10,1,4235,2015
137,1,6,10,1,4141,2015
138,1,6,10,1,4241,2015
139,1,6,10,1,4245,2015
140,1,6,10,1,4228,2015
141,1,6,10,1,4270,2015
142,1,6,10,1,4282,2015
143,1,6,10,1,4156,2015
144,1,6,10,1,4098,2015
145,1,6,10,1,4919,2016
146,1,6,10,1,4204,2016
147,1,6,10,1,3990,2016
148,1,6,10,1,4102,2016
149,1,6,10,1,4437,2016
150,1,6,10,1,3724,2016
151,1,6,10,1,4385,2016
152,1,6,10,1,4129,2016
153,1,6,10,1,4162,2016
154,1,6,10,1,4263,2016
155,1,6,10,1,4183,2016
156,1,6,10,1,4181,2016
157,1,6,10,1,4272,2017
158,1,6,10,1,4212,2017
159,1,6,10,1,4293,2017
160,1,6,10,1,4273,2017
161,1,6,10,1,4078,2017
162,1,6,10,1,4195,2017
